"Name";"DisplayName";"Description";"Group";"Enabled";"Profile";"Platform";"Direction";"Action";"EdgeTraversalPolicy";"LooseSourceMapping";"LocalOnlyMapping";"Owner";"LocalAddress";"RemoteAddress";"Protocol";"LocalPort";"RemotePort";"IcmpType";"DynamicTarget";"Program";"Package";"Service";"InterfaceAlias";"InterfaceType";"LocalUser";"RemoteUser";"RemoteMachine";"Authentication";"Encryption";"OverrideBlockRules"
"{F11C2567-8BB1-489C-AE94-5B72676000CF}";"Start";"Start";"@{Microsoft.Windows.StartMenuExperienceHost_10.0.20348.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.StartMenuExperienceHost/StartMenuExperienceHost/PkgDisplayName}";"True";"Domain, Private";"6.2+";"Inbound";"Allow";"Block";"False";"False";"S-1-5-21-1132584189-1063463874-1303881687-500";"Any";"Any";"Any";"Any";"Any";"Any";"";"Any";"S-1-15-2-515815643-2845804217-1874292103-218650560-777617685-4287762684-137415000";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{0BBC601E-177D-46E8-8FB3-D1CEC61D2195}";"Windows Shell Experience";"Windows Shell Experience";"@{Microsoft.Windows.ShellExperienceHost_10.0.20348.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ShellExperienceHost/resources/PkgDisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1132584189-1063463874-1303881687-500";"Any";"Any";"Any";"Any";"Any";"Any";"";"Any";"S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{F77EA4D8-FA0D-48BA-BFE0-D006F55B6B45}";"Windows Search";"Search the web and Windows";"@{Microsoft.Windows.Search_1.15.0.20348_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Search/resources/PackageDisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1132584189-1063463874-1303881687-500";"Any";"Any";"Any";"Any";"Any";"Any";"";"Any";"S-1-15-2-536077884-713174666-1066051701-3219990555-339840825-1966734348-1611281757";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{1E32FB4E-35FF-4D01-8E3E-D2B1A41E9847}";"Windows Search";"Search the web and Windows";"@{Microsoft.Windows.Search_1.15.0.20348_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Search/resources/PackageDisplayName}";"True";"Domain, Private";"6.2+";"Inbound";"Allow";"Block";"False";"False";"S-1-5-21-1132584189-1063463874-1303881687-500";"Any";"Any";"Any";"Any";"Any";"Any";"";"Any";"S-1-15-2-536077884-713174666-1066051701-3219990555-339840825-1966734348-1611281757";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{5CD96FD0-D57C-45B1-B9D7-E03698D35DD4}";"Network Discovery (WSD-In)";"Inbound rule for Network Discovery to discover devices via Function Discovery. [UDP 3702]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"3702";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"fdphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{E43418AE-5EE2-4E46-B388-808CC6D87E53}";"Network Discovery (Pub-WSD-In)";"Inbound rule for Network Discovery to discover devices via Function Discovery. [UDP 3702]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"3702";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"fdrespub";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{168F2680-E2BE-439F-A755-9E09BEF9DCED}";"Network Discovery (WSD-Out)";"Outbound rule for Network Discovery to discover devices via Function Discovery. [UDP 3702]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"Any";"3702";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"fdphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{24650D01-5485-46CB-BCCB-0D73E7265A17}";"Network Discovery (WSD Events-In)";"Inbound rule for Network Discovery to allow WSDAPI Events via Function Discovery. [TCP 5357]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"5357";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{2F79F9F0-C7C4-4B84-B5C3-B7055A511503}";"Network Discovery (SSDP-Out)";"Outbound rule for Network Discovery to allow use of the Simple Service Discovery Protocol. [UDP 1900]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"Any";"1900";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{E276B79C-0D84-4680-A5A5-38EFC0B94208}";"Network Discovery (WSD EventsSecure-In)";"Inbound rule for Network Discovery to allow Secure WSDAPI Events via Function Discovery. [TCP 5358]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"5358";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{B023F0AD-5E80-4005-8B1F-4DC5F6119F7D}";"Network Discovery (WSD Events-Out)";"Outbound rule for Network Discovery to allow WSDAPI Events via Function Discovery. [TCP 5357]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"5357";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{83E186A1-0749-4191-A96C-B255C2114216}";"Network Discovery (Pub WSD-Out)";"Outbound rule for Network Discovery to discover devices via Function Discovery. [UDP 3702]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"Any";"3702";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"fdrespub";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{74B46045-D737-47EC-9BEF-326437EA6FBA}";"Network Discovery (UPnP-In)";"Inbound rule for Network Discovery to allow use of Universal Plug and Play. [TCP 2869]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"2869";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{17D27CE6-517C-4C26-BC1C-88CF3EC740E7}";"Network Discovery (NB-Datagram-In)";"Inbound rule for Network Discovery to allow NetBIOS Datagram transmission and reception. [UDP 138]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"138";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{83AFE8A8-945A-430E-8640-CE8D45CAD36A}";"Network Discovery (SSDP-In)";"Inbound rule for Network Discovery to allow use of the Simple Service Discovery Protocol. [UDP 1900]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"1900";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{2FDE30CC-3131-4434-896D-0198D78887D6}";"Network Discovery (LLMNR-UDP-Out)";"Outbound rule for Network Discovery to allow Link Local Multicast Name Resolution. [UDP 5355]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"Any";"5355";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{6FC2C69D-CF3B-450A-BFCD-C4DBE3C78FA3}";"Network Discovery (WSD EventsSecure-Out)";"Outbound rule for Network Discovery to allow Secure WSDAPI Events via Function Discovery. [TCP 5358]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"5358";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{59D4CFF7-6ED8-40DF-92A4-7515E845D280}";"Network Discovery (NB-Name-In)";"Inbound rule for Network Discovery to allow NetBIOS Name Resolution. [UDP 137]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"137";"Any";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{817132C9-58B3-44F2-B53E-962216F1A5D6}";"Network Discovery (UPnPHost-Out)";"Outbound rule for Network Discovery to allow use of Universal Plug and Play. [TCP]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"TCP";"Any";"2869";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"upnphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{DC05ECAE-409E-4A1A-86A9-18414CD7E971}";"Network Discovery (LLMNR-UDP-In)";"Inbound rule for Network Discovery to allow Link Local Multicast Name Resolution. [UDP 5355]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"LocalSubnet";"UDP";"5355";"Any";"Any";"";"%SystemRoot%\system32\svchost.exe";"";"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{1B545488-CE14-4D35-9073-996BD2D9DDD1}";"Network Discovery (NB-Name-Out)";"Outbound rule for Network Discovery to allow NetBIOS Name Resolution. [UDP 137]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"Any";"137";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{BDB9F1B0-8620-4775-A375-A10C0FE33EEF}";"Network Discovery (NB-Datagram-Out)";"Outbound rule for Network Discovery to allow NetBIOS Datagram transmission and reception. [UDP 138]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"Any";"138";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{E9ED9052-DAFA-4407-8170-3F37B9B767BC}";"Network Discovery (UPnP-Out)";"Outbound rule for Network Discovery to allow use of Universal Plug and Play. [TCP]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Outbound";"Allow";"Block";"False";"False";"";"Any";"Any";"TCP";"Any";"2869";"Any";"";"System";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{017898D0-F33A-402F-9047-E75ECE5B6D9E}";"Windows Security";"Windows Security";"@{Microsoft.Windows.SecHealthUI_10.0.20348.1_neutral__cw5n1h2txyewy?ms-resource://Microsoft.Windows.SecHealthUI/resources/PackageDisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1132584189-1063463874-1303881687-500";"Any";"Any";"Any";"Any";"Any";"Any";"";"Any";"S-1-15-2-2668987081-2569674137-3179742174-4270009011-3803107086-2981642713-3349210623";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{9733FB76-4E14-4B52-90CD-185073A91410}";"Windows Shell Experience";"Windows Shell Experience";"@{Microsoft.Windows.PeopleExperienceHost_10.0.20348.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.PeopleExperienceHost/resources/PkgDisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1132584189-1063463874-1303881687-500";"Any";"Any";"Any";"Any";"Any";"Any";"";"Any";"S-1-15-2-3911328773-608413955-1309177842-678056087-3306350038-3682494511-2300153425";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{9E019F74-A334-48C2-A5A1-DCFC43B16D69}";"Narrator";"Narrator Home";"@{Microsoft.Windows.NarratorQuickStart_10.0.20348.1_neutral_neutral_8wekyb3d8bbwe?ms-resource://Microsoft.Windows.NarratorQuickStart/Resources/AppDisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1132584189-1063463874-1303881687-500";"Any";"Any";"Any";"Any";"Any";"Any";"";"Any";"S-1-15-2-577703620-721806600-2575725278-1938300505-2177978512-2240326487-1220425747";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{DA7697D3-54C9-4086-ABDE-4121CDF1D172}";"Windows Defender SmartScreen";"Windows Defender SmartScreen";"@{Microsoft.Windows.Apprep.ChxApp_1000.20348.1.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Apprep.ChxApp/resources/DisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1132584189-1063463874-1303881687-500";"Any";"Any";"Any";"Any";"Any";"Any";"";"Any";"S-1-15-2-1255970798-2717750985-493741290-1721212560-3530798636-1829112236-3118580706";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{D275A05F-D339-46B8-BFB1-8EABCC3F7DC1}";"Desktop App Web Viewer";"Desktop App Web Viewer";"@{Microsoft.Win32WebViewHost_10.0.20348.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.Win32WebViewHost/resources/DisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1132584189-1063463874-1303881687-500";"Any";"Any";"Any";"Any";"Any";"Any";"";"Any";"S-1-15-2-1310292540-1029022339-4008023048-2190398717-53961996-4257829345-603366646";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{45CACB5A-E48C-44F4-A28A-4E97E90DC2FB}";"Desktop App Web Viewer";"Desktop App Web Viewer";"@{Microsoft.Win32WebViewHost_10.0.20348.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.Win32WebViewHost/resources/DisplayName}";"True";"Domain, Private, Public";"6.2+";"Inbound";"Allow";"Allow";"False";"False";"S-1-5-21-1132584189-1063463874-1303881687-500";"Any";"Any";"Any";"Any";"Any";"Any";"";"Any";"S-1-15-2-1310292540-1029022339-4008023048-2190398717-53961996-4257829345-603366646";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{3E2CAB65-22DB-4139-8CB0-8FDE6052B083}";"Windows Default Lock Screen";"Windows Default Lock Screen";"@{Microsoft.LockApp_10.0.20348.1_neutral__cw5n1h2txyewy?ms-resource://Microsoft.LockApp/resources/AppDisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1132584189-1063463874-1303881687-500";"Any";"Any";"Any";"Any";"Any";"Any";"";"Any";"S-1-15-2-2758101530-1321080646-1475665648-4066602542-2880396197-3643791541-2654759312";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{3938AF31-3FDA-46AB-BDE3-92995BDE970C}";"Email and accounts";"Email and accounts";"@{Microsoft.AccountsControl_10.0.20348.1_neutral__cw5n1h2txyewy?ms-resource://Microsoft.AccountsControl/Resources/DisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1132584189-1063463874-1303881687-500";"Any";"Any";"Any";"Any";"Any";"Any";"";"Any";"S-1-15-2-969871995-3242822759-583047763-1618006129-3578262429-3647035748-2471858633";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{777C5455-A2A4-4026-AFB6-D22F0A72D4C2}";"Microsoft Edge (mDNS-In)";"Inbound rule for Microsoft Edge to allow mDNS traffic.";"Microsoft Edge";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";"";"Any";"Any";"UDP";"5353";"Any";"Any";"";"%ProgramFiles(x86)%\Microsoft\Edge\Application\msedge.exe";"";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
